class,accuracy,sequence,pose_x11,pose_y11,pose_z11,pose_v11,pose_x12,pose_y12,pose_z12,pose_v12,pose_x13,pose_y13,pose_z13,pose_v13,pose_x14,pose_y14,pose_z14,pose_v14,pose_x15,pose_y15,pose_z15,pose_v15,pose_x16,pose_y16,pose_z16,pose_v16,pose_x17,pose_y17,pose_z17,pose_v17,pose_x18,pose_y18,pose_z18,pose_v18,pose_x19,pose_y19,pose_z19,pose_v19,pose_x20,pose_y20,pose_z20,pose_v20,pose_x21,pose_y21,pose_z21,pose_v21,pose_x22,pose_y22,pose_z22,pose_v22,right_hand_x0,right_hand_y0,right_hand_z0,right_hand_v0,right_hand_x1,right_hand_y1,right_hand_z1,right_hand_v1,right_hand_x2,right_hand_y2,right_hand_z2,right_hand_v2,right_hand_x3,right_hand_y3,right_hand_z3,right_hand_v3,right_hand_x4,right_hand_y4,right_hand_z4,right_hand_v4,right_hand_x5,right_hand_y5,right_hand_z5,right_hand_v5,right_hand_x6,right_hand_y6,right_hand_z6,right_hand_v6,right_hand_x7,right_hand_y7,right_hand_z7,right_hand_v7,right_hand_x8,right_hand_y8,right_hand_z8,right_hand_v8,right_hand_x9,right_hand_y9,right_hand_z9,right_hand_v9,right_hand_x10,right_hand_y10,right_hand_z10,right_hand_v10,right_hand_x11,right_hand_y11,right_hand_z11,right_hand_v11,right_hand_x12,right_hand_y12,right_hand_z12,right_hand_v12,right_hand_x13,right_hand_y13,right_hand_z13,right_hand_v13,right_hand_x14,right_hand_y14,right_hand_z14,right_hand_v14,right_hand_x15,right_hand_y15,right_hand_z15,right_hand_v15,right_hand_x16,right_hand_y16,right_hand_z16,right_hand_v16,right_hand_x17,right_hand_y17,right_hand_z17,right_hand_v17,right_hand_x18,right_hand_y18,right_hand_z18,right_hand_v18,right_hand_x19,right_hand_y19,right_hand_z19,right_hand_v19,right_hand_x20,right_hand_y20,right_hand_z20,right_hand_v20,left_hand_x0,left_hand_y0,left_hand_z0,left_hand_v0,left_hand_x1,left_hand_y1,left_hand_z1,left_hand_v1,left_hand_x2,left_hand_y2,left_hand_z2,left_hand_v2,left_hand_x3,left_hand_y3,left_hand_z3,left_hand_v3,left_hand_x4,left_hand_y4,left_hand_z4,left_hand_v4,left_hand_x5,left_hand_y5,left_hand_z5,left_hand_v5,left_hand_x6,left_hand_y6,left_hand_z6,left_hand_v6,left_hand_x7,left_hand_y7,left_hand_z7,left_hand_v7,left_hand_x8,left_hand_y8,left_hand_z8,left_hand_v8,left_hand_x9,left_hand_y9,left_hand_z9,left_hand_v9,left_hand_x10,left_hand_y10,left_hand_z10,left_hand_v10,left_hand_x11,left_hand_y11,left_hand_z11,left_hand_v11,left_hand_x12,left_hand_y12,left_hand_z12,left_hand_v12,left_hand_x13,left_hand_y13,left_hand_z13,left_hand_v13,left_hand_x14,left_hand_y14,left_hand_z14,left_hand_v14,left_hand_x15,left_hand_y15,left_hand_z15,left_hand_v15,left_hand_x16,left_hand_y16,left_hand_z16,left_hand_v16,left_hand_x17,left_hand_y17,left_hand_z17,left_hand_v17,left_hand_x18,left_hand_y18,left_hand_z18,left_hand_v18,left_hand_x19,left_hand_y19,left_hand_z19,left_hand_v19,left_hand_x20,left_hand_y20,left_hand_z20,left_hand_v20
movement_1,0,0,0.378204882144928,0.4119504392147064,-0.5776902437210083,1,0.1505623906850814,0.5458887219429016,-0.4924671351909637,1,0.5806664228439331,0.557990312576294,-0.8473691940307617,1,0.1734924614429474,0.719085156917572,-0.5222141146659851,0,0.5041177272796631,0.2843740582466125,-1.190330982208252,1,0.2123012095689773,0.5865582227706909,-0.6269457340240479,0,0.486752450466156,0.238349512219429,-1.2431658506393433,1,0.2189761698246002,0.566076934337616,-0.630207359790802,0,0.4720330536365509,0.2254914939403534,-1.220089554786682,1,0.2255820333957672,0.5505775809288025,-0.6060512065887451,0,0.4720371663570404,0.2411069273948669,-1.184616208076477,1,0.2372645884752273,0.5624302625656128,-0.6145235896110535,0,0.5278738141059875,0.3488807082176208,-4.5768192080686276e-07,0,0.4966760277748108,0.3047631382942199,0.0018556441646069,0,0.4805810749530792,0.2572909593582153,-0.0017920549726113,0,0.4662977159023285,0.2223707884550094,-0.007964190095663,0,0.4534180760383606,0.1953066140413284,-0.01473836787045,0,0.5082216858863831,0.2028451859951019,-0.0104992454871535,0,0.4579849243164062,0.1803618371486663,-0.0252543818205595,0,0.4298414885997772,0.1998085379600525,-0.0333052799105644,0,0.4126530885696411,0.2253018319606781,-0.0363177247345447,0,0.5139975547790527,0.2042687982320785,-0.0176043007522821,0,0.4539012908935547,0.1967879831790924,-0.0329466685652732,0,0.423627644777298,0.2248290032148361,-0.0411593168973922,0,0.4056116342544555,0.2548459470272064,-0.0455439910292625,0,0.5143908858299255,0.2136778831481933,-0.0248203724622726,0,0.4566149115562439,0.207272782921791,-0.0388078093528747,0,0.4269542396068573,0.2372037768363952,-0.0444933027029037,0,0.4092531204223633,0.2668112218379974,-0.0465839616954326,0,0.5095024704933167,0.2297980487346649,-0.0314528457820415,0,0.4651110768318176,0.2195643782615661,-0.0425481759011745,0,0.440213531255722,0.2318728566169738,-0.0466121584177017,0,0.4219808578491211,0.2464149445295334,-0.0478121265769004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movement_1,0,0,0.3784685730934143,0.4060389101505279,-0.6034854054450989,1,0.1593407541513443,0.5256979465484619,-0.5205342173576355,1,0.5577534437179565,0.528669536113739,-0.7768523693084717,1,0.1765935122966766,0.7124802470207214,-0.4114947319030761,0,0.4987372756004333,0.2828491926193237,-1.0263181924819946,1,0.2249457836151123,0.6145442128181458,-0.3632486760616302,0,0.5019910931587219,0.245069071650505,-1.057542085647583,1,0.2345576584339141,0.6060845851898193,-0.338269978761673,0,0.4718820452690124,0.2275535315275192,-1.047445297241211,1,0.240378126502037,0.5899093151092529,-0.3281308114528656,0,0.4746241271495819,0.2424342185258865,-1.0244208574295044,1,0.2495253384113311,0.5945175290107727,-0.3525973260402679,0,0.5229275822639465,0.3448493480682373,-4.504599644405971e-07,0,0.4889325797557831,0.2983026206493377,0.00442256918177,0,0.4716525077819824,0.2484504878520965,0.0021227176766842,0,0.4577663540840149,0.2123807519674301,-0.0029841370414942,0,0.445919781923294,0.1858620047569275,-0.0084690554067492,0,0.5029659867286682,0.198608860373497,-0.0080756386741995,0,0.4547643959522247,0.1757556349039077,-0.0222487542778253,0,0.4274575412273407,0.1997011601924896,-0.0295876134186983,0,0.4107487499713897,0.2270071655511856,-0.0322975292801857,0,0.5105618238449097,0.2031139880418777,-0.0164413787424564,0,0.4526694416999817,0.1992752403020858,-0.0310943312942981,0,0.423880398273468,0.2306997030973434,-0.038858313113451,0,0.4071565568447113,0.2582387328147888,-0.0434138551354408,0,0.5124683380126953,0.2151812314987182,-0.0248198248445987,0,0.4577335119247436,0.2126861065626144,-0.038470908999443,0,0.4292072653770447,0.2463850080966949,-0.0437878333032131,0,0.4121088981628418,0.2751425206661224,-0.0458506420254707,0,0.5096819400787354,0.2337082475423813,-0.0324311107397079,0,0.4683910310268402,0.2242197692394256,-0.0431149341166019,0,0.4452028572559356,0.2368779629468917,-0.0471615828573703,0,0.4279327988624573,0.2500450313091278,-0.0486659631133079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movement_1,0,0,0.3912245333194732,0.4163930416107178,-0.5782445073127747,1,0.1581799685955047,0.5696852803230286,-0.5402331948280334,1,0.5881631970405579,0.5651511549949646,-0.8180662989616394,1,0.1771491020917892,0.7431458234786987,-0.5391731858253479,0,0.5061919689178467,0.2853371798992157,-1.1569446325302124,1,0.2191918492317199,0.6318363547325134,-0.6339341402053833,0,0.4903028905391693,0.2463293224573135,-1.2041294574737549,1,0.2265425026416778,0.6173471212387085,-0.6389172673225403,0,0.4684927761554718,0.2305623739957809,-1.1773322820663452,1,0.2323008924722671,0.5995280146598816,-0.6168927550315857,0,0.4724017381668091,0.2470752298831939,-1.149904489517212,1,0.2426909059286117,0.6077316999435425,-0.6227535605430603,0,0.5275582075119019,0.352221667766571,-4.2588351334416075e-07,0,0.4967158138751983,0.310113251209259,-0.0007662047282792,0,0.4789575636386871,0.2620263695716858,-0.0053040259517729,0,0.4624931216239929,0.2262196391820907,-0.0115929609164595,0,0.4484907984733581,0.1977284252643585,-0.01805573515594,0,0.5075156092643738,0.2100779116153717,-0.0136507023125886,0,0.4588215053081512,0.1858454942703247,-0.0290471035987138,0,0.4312148690223694,0.2043794393539428,-0.0365282334387302,0,0.4139971733093261,0.2300977110862732,-0.0390188843011856,0,0.5130282640457153,0.2132138013839721,-0.0194238685071468,0,0.4564564824104309,0.2071276009082794,-0.0361407436430454,0,0.4270563125610351,0.2345510721206665,-0.0447922423481941,0,0.4091121554374695,0.2622954249382019,-0.0494430363178253,0,0.5136178135871887,0.2231397926807403,-0.0254821870476007,0,0.4606907069683075,0.218387484550476,-0.0404741764068603,0,0.4313212633132934,0.2468296438455581,-0.0468034483492374,0,0.4126246869564056,0.2742833495140075,-0.0493476912379264,0,0.509604811668396,0.2385332882404327,-0.0310679972171783,0,0.4686044454574585,0.2285897880792617,-0.042598970234394,0,0.4457498490810394,0.2400315552949905,-0.0473125278949737,0,0.4281511306762695,0.2530415654182434,-0.0490840934216976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movement_1,0,0,0.3809678256511688,0.3949998617172241,-0.4520395696163177,1,0.1581219881772995,0.5397416949272156,-0.389794260263443,1,0.5330801010131836,0.4989191591739654,-0.5754075646400452,1,0.1856503188610077,0.7130436301231384,-0.342793196439743,0,0.4951909780502319,0.3068196177482605,-0.7331526875495911,1,0.2361364215612411,0.6240992546081543,-0.3644765019416809,0,0.4863351881504059,0.2992088496685028,-0.7510865926742554,1,0.2490414083003997,0.6102409362792969,-0.3578111529350281,0,0.4639290869235992,0.2573089599609375,-0.7504649758338928,1,0.2522529363632202,0.591174304485321,-0.3527077138423919,0,0.4677322506904602,0.2610944211483001,-0.7320679426193237,1,0.2583276331424713,0.5995880961418152,-0.3588438928127289,0,0.5078595876693726,0.2511412799358368,-2.8657584039137873e-07,0,0.4870210587978363,0.2057853490114212,0.000121238430438,0,0.4607180058956146,0.1818519979715347,-0.0019027709495276,0,0.4371837973594665,0.1798924058675766,-0.0043198256753385,0,0.42277392745018,0.1888464391231537,-0.0079330885782837,0,0.4552457332611084,0.1692444384098053,-0.010779452510178,0,0.4276032745838165,0.200429618358612,-0.0169153492897748,0,0.4119446575641632,0.2260265052318573,-0.0198156349360942,0,0.3992906808853149,0.2458398789167404,-0.0218274369835853,0,0.4619473218917846,0.1908003687858581,-0.0148144224658608,0,0.4303135871887207,0.2310378849506378,-0.0213137511163949,0,0.4108467102050781,0.2579674124717712,-0.0264967922121286,0,0.3961792290210724,0.2757624983787536,-0.0316551178693771,0,0.4686932265758514,0.2161756753921508,-0.018030896782875,0,0.4376673698425293,0.2511650621891022,-0.0252941716462373,0,0.4194084107875824,0.2746282815933227,-0.029169263318181,0,0.4064449071884155,0.2892411649227142,-0.0324043557047843,0,0.4750605821609497,0.2439507395029068,-0.0207407251000404,0,0.4481589198112488,0.2668638229370117,-0.0272321216762065,0,0.4330377578735351,0.2817170321941376,-0.0288813803344964,0,0.4204332828521728,0.2910194396972656,-0.0300163198262453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movement_1,0,0,0.3789749443531036,0.3928262889385223,-0.4771032333374023,1,0.1597129702568054,0.544320285320282,-0.4335980117321014,1,0.5343179106712341,0.5032252073287964,-0.6410117745399475,1,0.19184011220932,0.7270745635032654,-0.4115211367607116,0,0.4983770549297333,0.3017094731330871,-0.9296998381614684,1,0.2348548769950866,0.6306626796722412,-0.4815538823604584,0,0.4818021655082702,0.2883072197437286,-0.9721041321754456,1,0.2454225420951843,0.614628791809082,-0.4854884743690491,0,0.4667879045009613,0.2553888857364654,-0.9643847346305848,1,0.249925434589386,0.5965189337730408,-0.4712990820407867,0,0.4687087833881378,0.2611047625541687,-0.930134654045105,1,0.2571052610874176,0.6054314374923706,-0.474829226732254,0,0.5261796712875366,0.3562050461769104,-3.883872068399796e-07,0,0.4903704524040222,0.3130466341972351,0.0055813547223806,0,0.4728214740753174,0.2654902935028076,0.0039357910864055,0,0.4577138423919678,0.2315811216831207,-0.0003353105857968,0,0.4442731142044067,0.2057404816150665,-0.0048234243877232,0,0.5031021237373352,0.2095942199230194,-0.0040284665301442,0,0.4604212939739227,0.1777889728546142,-0.0161946862936019,0,0.4362965524196625,0.1895220875740051,-0.0230497401207685,0,0.4202156960964203,0.2079466432332992,-0.0258647426962852,0,0.5104255080223083,0.2114318609237671,-0.0115701695904135,0,0.4519218504428863,0.2063325345516204,-0.0223820023238658,0,0.423070877790451,0.2317786812782287,-0.0279813222587108,0,0.4048784375190735,0.2545062005519867,-0.0318801067769527,0,0.5119084119796753,0.222534030675888,-0.0192157384008169,0,0.4543870389461517,0.2238496541976928,-0.0296429302543401,0,0.4270415306091308,0.2529744207859039,-0.0328506492078304,0,0.4097892642021179,0.2776716649532318,-0.0345057360827922,0,0.5083591341972351,0.2417663335800171,-0.0261874869465827,0,0.4637306332588196,0.2505483031272888,-0.035275924950838,0,0.4420790672302246,0.2696776092052459,-0.0384232252836227,0,0.4266451597213745,0.28624427318573,-0.0394537933170795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movement_1,0,0,0.3794116675853729,0.39119353890419,-0.4788497984409332,1,0.1603736281394958,0.5276697874069214,-0.4385931193828583,1,0.5343657732009888,0.5056320428848267,-0.6492732763290405,1,0.1938775479793548,0.7208178639411926,-0.4190568029880523,0,0.4943417906761169,0.34797403216362,-0.8919076323509216,1,0.2459269911050796,0.6284586191177368,-0.4885372221469879,0,0.4785078465938568,0.2910797595977783,-0.9300767183303832,1,0.2574643790721893,0.6101130843162537,-0.4912926852703094,0,0.4627191424369812,0.2696265578269958,-0.9264703392982484,1,0.2619577348232269,0.5932143926620483,-0.4748230278491974,0,0.4655234515666961,0.271104097366333,-0.8921220898628235,1,0.2686806619167328,0.6028000712394714,-0.4807710349559784,0,0.5262539982795715,0.3541247248649597,-3.934246137760056e-07,0,0.4934009611606598,0.3075495958328247,0.0046951510012149,0,0.4756167232990265,0.2617793977260589,0.0020341782364994,0,0.4592653512954712,0.2290801852941513,-0.0027827112935483,0,0.4451607465744018,0.2029790580272674,-0.0077154128812253,0,0.5035459995269775,0.2081106901168823,-0.007166382856667,0,0.459604412317276,0.1747821569442749,-0.0193513017147779,0,0.435590922832489,0.1899348646402359,-0.0253736730664968,0,0.4208358228206634,0.2104249149560928,-0.0274734590202569,0,0.510632336139679,0.2116985023021698,-0.0136986458674073,0,0.4519878029823303,0.2041020840406417,-0.0246745664626359,0,0.4243808090686798,0.2312770634889602,-0.0294502079486846,0,0.408510684967041,0.2543093264102936,-0.0328459739685058,0,0.5122880935668945,0.2235756665468216,-0.0201094094663858,0,0.4549074470996856,0.2212266623973846,-0.0302052535116672,0,0.4294800460338592,0.2514746487140655,-0.032268963754177,0,0.4146760106086731,0.2766201794147491,-0.0333474203944206,0,0.5093674063682556,0.2424819767475128,-0.0258509553968906,0,0.465759664773941,0.246080607175827,-0.0343207456171512,0,0.4460306167602539,0.2651392221450805,-0.0365822501480579,0,0.4327931106090545,0.2814348340034485,-0.0371820293366909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movement_1,0,0,0.379921942949295,0.3928468823432922,-0.5241208672523499,1,0.1620151549577713,0.5338913798332214,-0.4933210909366607,1,0.5593717098236084,0.5251712799072266,-0.7609961032867432,1,0.2187978774309158,0.7010971903800964,-0.6270602941513062,0,0.5013784170150757,0.340906947851181,-1.000565767288208,1,0.2759908735752105,0.5192368030548096,-0.7902897000312805,0,0.4885274171829223,0.2891854047775268,-1.0393704175949097,1,0.2862256467342376,0.4722307622432709,-0.8163688778877258,0,0.4724205732345581,0.2682488560676574,-1.029257893562317,1,0.2873830199241638,0.4631298184394836,-0.7788969278335571,0,0.4770002663135528,0.2710469365119934,-0.9984191060066224,1,0.2961240112781524,0.4844371676445007,-0.7778539657592773,0,0.5275961756706238,0.3576267659664154,-4.176720267423662e-07,0,0.4926551282405853,0.3086799383163452,0.0084713026881217,0,0.4740464687347412,0.2623068690299988,0.0067103072069585,0,0.4560481309890747,0.2305355072021484,0.0015357678057625,0,0.4409793317317962,0.2058871239423751,-0.0039005414582788,0,0.505791962146759,0.2092845737934112,-0.000803796981927,0,0.4613456130027771,0.175363689661026,-0.0132717890664935,0,0.4369269013404846,0.1937657445669174,-0.0207193307578563,0,0.4235266447067261,0.2173855900764465,-0.0239498484879732,0,0.5129413604736328,0.2133083343505859,-0.0096886148676276,0,0.4544053673744201,0.2059400677680969,-0.0203446019440889,0,0.4263821542263031,0.2341046333312988,-0.0260006245225667,0,0.410735547542572,0.2574466168880462,-0.0303085073828697,0,0.5142394304275513,0.2257051169872284,-0.0185697004199028,0,0.4565581679344177,0.2260285466909408,-0.0276200715452432,0,0.4301013648509979,0.2560573518276214,-0.030071722343564,0,0.4151884317398071,0.2794868946075439,-0.0319802649319171,0,0.5105007886886597,0.2446648329496383,-0.0266552902758121,0,0.4653153121471405,0.2534545063972473,-0.0333751142024993,0,0.4438276588916778,0.2720075249671936,-0.035586766898632,0,0.429592490196228,0.2857984900474548,-0.0367942489683628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movement_1,0,0,0.3580118715763092,0.3897369503974914,-0.3679725527763366,1,0.1797235757112503,0.5182588696479797,-0.3895714879035949,1,0.5195068717002869,0.4717000126838684,-0.4830110371112823,1,0.2371494024991989,0.6710600852966309,-0.3959479629993438,0,0.5078427791595459,0.3368602395057678,-0.6331412196159363,1,0.3031231760978699,0.5374242663383484,-0.3970880210399627,0,0.5076079368591309,0.2885947823524475,-0.645829975605011,1,0.3179486989974975,0.5069358944892883,-0.4013939797878265,0,0.4973326027393341,0.2668856978416443,-0.651543915271759,1,0.3188700973987579,0.4932318925857544,-0.3863610029220581,0,0.4928513169288635,0.2802323997020721,-0.6361277103424072,1,0.3214637339115143,0.508089542388916,-0.3888403177261352,0,0.5294637680053711,0.3593479692935943,-4.181558779237094e-07,0,0.4982199966907501,0.3101538121700287,0.010612353682518,0,0.4796302914619446,0.2636104524135589,0.0098358448594808,0,0.4615254402160644,0.2323775142431259,0.0053606331348419,0,0.4460543394088745,0.2091255486011505,0.0004970133886672,0,0.5060579180717468,0.2100765258073806,0.000735058565624,0,0.46131631731987,0.1758527755737304,-0.0103635266423225,0,0.4366025924682617,0.1914296448230743,-0.0164119452238082,0,0.4224867820739746,0.2130827903747558,-0.0186932999640703,0,0.5128458738327026,0.2139734625816345,-0.0090222936123609,0,0.4535339474678039,0.2054053544998169,-0.0181114729493856,0,0.4253820776939392,0.2314963191747665,-0.0225453488528728,0,0.4098275899887085,0.2544475793838501,-0.0261943973600864,0,0.5136249661445618,0.2263250946998596,-0.0185270924121141,0,0.4553883075714111,0.2253874540328979,-0.0259344615042209,0,0.4291901588439941,0.2538986802101135,-0.0275142397731542,0,0.4144994616508484,0.2765016853809356,-0.0292855836451053,0,0.5096062421798706,0.2454622238874435,-0.0270991753786802,0,0.4644329249858856,0.2522540986537933,-0.0328280366957187,0,0.4437209963798523,0.2705331444740295,-0.0343749076128006,0,0.4301622211933136,0.2843522131443023,-0.0352924838662147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movement_1,0,0,0.3606039583683014,0.3912454843521118,-0.4284731149673462,1,0.1781036555767059,0.5293275713920593,-0.4185691177845001,1,0.5301707983016968,0.4753749072551727,-0.5675281882286072,1,0.2273116707801818,0.6726661920547485,-0.4408221840858459,0,0.5098512768745422,0.3023803234100342,-0.7753959894180298,1,0.2831873893737793,0.5485467910766602,-0.5017791390419006,0,0.5012296438217163,0.2664382755756378,-0.7978559732437134,1,0.2941440343856811,0.5213499069213867,-0.505021870136261,0,0.4904190599918365,0.2561745941638946,-0.7923164963722229,1,0.297324389219284,0.5066039562225342,-0.487935870885849,0,0.4871404767036438,0.2729553878307342,-0.7740270495414734,1,0.3025431334972381,0.5200156569480896,-0.4941959083080292,0,0.526965320110321,0.3613779842853546,-4.331786556122097e-07,0,0.4955457746982574,0.3105499744415283,0.0123739792034029,0,0.4782972931861877,0.2643190026283264,0.0119909429922699,0,0.4608109295368194,0.2312385886907577,0.007431864272803,0,0.4458119571208954,0.2071592509746551,0.0022686456795781,0,0.5084453225135803,0.2096162140369415,0.0030316109769046,0,0.4622886180877685,0.1751016080379486,-0.0077064814977347,0,0.4373288750648498,0.1925008445978164,-0.0138697121292352,0,0.4235618412494659,0.2145962566137313,-0.0163788739591836,0,0.5146864652633667,0.2140640318393707,-0.0075934040360152,0,0.4545989632606506,0.204937607049942,-0.0168577618896961,0,0.4267608821392059,0.2352893203496933,-0.0217895600944757,0,0.4117390513420105,0.260243684053421,-0.0257191024720668,0,0.5145087838172913,0.2272474765777588,-0.0178750716149806,0,0.4557931423187256,0.2267547696828842,-0.0253678746521472,0,0.4291969835758209,0.2579751908779144,-0.0276597589254379,0,0.4142997860908508,0.2810820937156677,-0.0298967696726322,0,0.50922691822052,0.246748462319374,-0.0270132757723331,0,0.463479220867157,0.2539512515068054,-0.0324766896665096,0,0.4427224099636078,0.272899180650711,-0.0345318131148815,0,0.4292588829994201,0.2859611213207245,-0.0359955914318561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
movement_1,0,0,0.3663012087345123,0.3930264711380005,-0.4516862630844116,1,0.17603799700737,0.5324442982673645,-0.4416898488998413,1,0.5615977048873901,0.5386447906494141,-0.7090634107589722,1,0.2392625361680984,0.6578232645988464,-0.6952256560325623,0,0.5099485516548157,0.3034241199493408,-0.9286168217658995,1,0.2782474756240845,0.4214957654476166,-0.882075309753418,0,0.4967345297336578,0.2714079320430755,-0.9643701314926147,1,0.3110591769218445,0.3639622628688812,-0.9225215911865234,0,0.4841808974742889,0.2560423016548157,-0.9360272288322448,1,0.3099548518657684,0.3630101382732391,-0.8725823163986206,0,0.4836162626743316,0.2699884474277496,-0.9191471934318542,1,0.3177971541881561,0.3929612934589386,-0.867475688457489,0,0.5290679335594177,0.3567207455635071,-4.283559746909305e-07,0,0.4925180971622467,0.3089863955974579,0.0087654897943139,0,0.4739958047866821,0.2639082968235016,0.0072446805424988,0,0.4572017192840576,0.232911467552185,0.001969501376152,0,0.4426433145999908,0.2089335620403289,-0.0038115454372018,0,0.5003824830055237,0.2062806338071823,-0.0001905512908706,0,0.4593614935874939,0.1733069121837616,-0.0129535952582955,0,0.4357560873031616,0.1948584020137787,-0.0206925738602876,0,0.4228893518447876,0.2209609597921371,-0.0238916277885437,0,0.5091879963874817,0.2101157009601593,-0.0094400579109787,0,0.4532049000263214,0.2069370150566101,-0.0202876050025224,0,0.425424188375473,0.2362955063581466,-0.0263319201767444,0,0.4096783399581909,0.2608065903186798,-0.0305272620171308,0,0.5127578973770142,0.2237075865268707,-0.018691923469305,0,0.456514835357666,0.2270282208919525,-0.0285383388400077,0,0.4298258423805237,0.2574391067028045,-0.0315619818866252,0,0.4139338731765747,0.2822039127349853,-0.0332968011498451,0,0.5111305713653564,0.2446838468313217,-0.0270425621420145,0,0.4660277962684631,0.2530817687511444,-0.0343974009156227,0,0.443950742483139,0.27126544713974,-0.036386951804161,0,0.4283686280250549,0.2864947617053985,-0.0369180403649807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
